simulation_id,scenario_name,truth_model,participant_id,trial_id,display_size,paradigm,exposure_ms,shown_letters,response_letters,n_shown,n_reported,n_correct,n_incorrect,replication_id,unit_seed,trials_per_cell,run_block
1,S01_old_lowC,old,1,81,6,whole,60,ZVNPJT,PN,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,82,6,whole,60,AWMLYD,D,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,83,6,whole,60,YBARXG,-,6,0,0,6,1,3003105692,30,main
1,S01_old_lowC,old,1,84,6,whole,60,URKMEN,R,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,85,6,whole,60,QEDHPV,QPH,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,86,6,whole,60,PHEKNB,N,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,87,6,whole,60,NAEYCW,-,6,0,0,6,1,3003105692,30,main
1,S01_old_lowC,old,1,88,6,whole,60,FCXPJY,XJ,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,89,6,whole,60,WVDCEY,D,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,90,6,whole,60,CXLAVU,A,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,91,6,whole,80,SWDMJU,DM,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,92,6,whole,80,WTCQPK,CQ,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,93,6,whole,80,ZSRMVW,WZ,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,94,6,whole,80,YTUVGP,YV,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,95,6,whole,80,UVFRXK,R,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,96,6,whole,80,UQECWZ,E,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,97,6,whole,80,GYSQLR,RG,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,98,6,whole,80,JEAPSU,E,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,99,6,whole,80,XBKUCH,K,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,100,6,whole,80,LFYBEG,YLF,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,101,6,whole,80,DGRMUE,REM,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,102,6,whole,80,QGRKHJ,-,6,0,0,6,1,3003105692,30,main
1,S01_old_lowC,old,1,103,6,whole,80,ZYNVKC,C,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,104,6,whole,80,DETSJB,J,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,105,6,whole,80,CVYWTL,-,6,0,0,6,1,3003105692,30,main
1,S01_old_lowC,old,1,106,6,whole,80,EVSZJH,E,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,107,6,whole,80,ZHBLKG,G,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,108,6,whole,80,KAQHMV,AQ,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,109,6,whole,80,YGCNBD,CY,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,110,6,whole,80,GTMRHW,-,6,0,0,6,1,3003105692,30,main
1,S01_old_lowC,old,1,111,6,whole,80,ZCEPXS,EZS,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,112,6,whole,80,KMPZLA,LK,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,113,6,whole,80,EMJHSX,M,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,114,6,whole,80,NUJTSW,NW,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,115,6,whole,80,JGVRWT,RV,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,116,6,whole,80,DFPGBZ,GB,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,117,6,whole,80,FSGAEJ,ES,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,118,6,whole,80,MNYRBK,BKN,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,119,6,whole,80,TJGYMC,M,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,120,6,whole,80,BCPADT,AC,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,121,6,whole,120,BZKASV,VKAS,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,122,6,whole,120,SPHEBV,V,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,123,6,whole,120,AZPCJN,PJZC,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,124,6,whole,120,HEKFXQ,HF,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,125,6,whole,120,UXCZMW,U,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,126,6,whole,120,XZNLEQ,LEZ,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,127,6,whole,120,WMRLPN,RLN,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,128,6,whole,120,YWKQSR,SKR,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,129,6,whole,120,NKSWFX,SNF,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,130,6,whole,120,HWUMTR,TMH,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,131,6,whole,120,CUTXJQ,U,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,132,6,whole,120,APNSDH,HPA,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,133,6,whole,120,KXHDWM,KXW,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,134,6,whole,120,ZJHCMA,MH,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,135,6,whole,120,UHZMRV,VR,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,136,6,whole,120,PDJMXN,J,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,137,6,whole,120,UEJCYA,CJYE,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,138,6,whole,120,JXYGDT,GY,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,139,6,whole,120,NAZCQK,ZCN,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,140,6,whole,120,JYZMDB,DZB,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,141,6,whole,120,WRVSKD,DS,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,142,6,whole,120,ZBFCAJ,JAC,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,143,6,whole,120,GSZAWJ,W,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,144,6,whole,120,HEBXQY,YBH,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,145,6,whole,120,RSPKJX,SPR,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,146,6,whole,120,CAYETR,RTC,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,147,6,whole,120,AXYVUR,RVX,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,148,6,whole,120,TFDAEB,TEB,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,149,6,whole,120,YMVJKX,XV,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,150,6,whole,120,CQNFSR,CQ,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,151,6,whole,180,TPJSRQ,STR,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,152,6,whole,180,EKMSWL,LEW,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,153,6,whole,180,ANHQYC,ACH,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,154,6,whole,180,WKHUYL,HY,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,155,6,whole,180,MDTRQZ,TQDZ,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,156,6,whole,180,AWEYPD,WAEY,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,157,6,whole,180,SKALFG,KLF,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,158,6,whole,180,NDGMTL,GDT,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,159,6,whole,180,FZPSJA,ZP,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,160,6,whole,180,WNAXYC,XW,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,161,6,whole,180,AWGEYC,WCA,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,162,6,whole,180,TEUPQM,MEP,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,163,6,whole,180,KEWAVX,KEWX,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,164,6,whole,180,DFMWAY,YMD,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,165,6,whole,180,DHRZMW,HMZ,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,166,6,whole,180,VUDRME,UERV,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,167,6,whole,180,TWPMFY,TMW,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,168,6,whole,180,YJCQEH,YH,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,169,6,whole,180,SDJVWG,DW,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,170,6,whole,180,XWMFGU,GXMW,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,171,6,whole,180,AGPRTW,WA,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,172,6,whole,180,XGUHRQ,UXR,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,173,6,whole,180,ZPCBGL,PLC,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,174,6,whole,180,UTACVJ,JTV,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,175,6,whole,180,RTNPVD,PDT,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,176,6,whole,180,GHMNYU,NH,6,2,2,4,1,3003105692,30,main
1,S01_old_lowC,old,1,177,6,whole,180,VUCERD,EVR,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,178,6,whole,180,PELVSD,DEP,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,179,6,whole,180,QKTSYX,KYSX,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,180,6,whole,180,ZSBEXP,ZSPB,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,181,6,whole,260,YKSFMB,BSK,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,182,6,whole,260,BNQJHP,HPQ,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,183,6,whole,260,QLPTWC,PQLW,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,184,6,whole,260,CZKYEL,CEZL,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,185,6,whole,260,SPYCVQ,CYS,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,186,6,whole,260,XPYWKZ,YKWX,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,187,6,whole,260,SXMHUK,KHMS,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,188,6,whole,260,MLHWSQ,SHW,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,189,6,whole,260,FGNSQL,SNL,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,190,6,whole,260,MYLVQX,YQVL,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,191,6,whole,260,PWJFUS,UWFS,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,192,6,whole,260,ZMDNUG,Z,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,193,6,whole,260,HQLEPV,LHEV,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,194,6,whole,260,ZYAWVH,ZWY,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,195,6,whole,260,AVFPMX,P,6,1,1,5,1,3003105692,30,main
1,S01_old_lowC,old,1,196,6,whole,260,DLKHNQ,NLQK,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,197,6,whole,260,GYMVTA,TYM,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,198,6,whole,260,XEHBNP,NXEB,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,199,6,whole,260,UNEPWF,WNE,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,200,6,whole,260,MLAKYB,KMBY,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,201,6,whole,260,BJNRAW,BRWN,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,202,6,whole,260,LENMVD,LNE,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,203,6,whole,260,GSLTPD,TGPD,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,204,6,whole,260,CHBJYV,JVC,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,205,6,whole,260,DKABMZ,DZM,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,206,6,whole,260,ADJCSE,SJAE,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,207,6,whole,260,AKUNMV,NUK,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,208,6,whole,260,HWQERV,VWR,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,209,6,whole,260,RXEPYZ,ZXP,6,3,3,3,1,3003105692,30,main
1,S01_old_lowC,old,1,210,6,whole,260,VJTSBG,BJGV,6,4,4,2,1,3003105692,30,main
1,S01_old_lowC,old,1,211,4,partial,20,ASVU,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,212,4,partial,20,RUBW,W,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,213,4,partial,20,NALK,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,214,4,partial,20,ERVA,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,215,4,partial,20,MWKT,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,216,4,partial,20,WNZB,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,217,4,partial,20,XAYD,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,218,4,partial,20,NGWU,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,219,4,partial,20,GUVW,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,220,4,partial,20,UQWS,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,221,4,partial,20,WHJR,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,222,4,partial,20,JKUP,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,223,4,partial,20,MWQN,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,224,4,partial,20,YBWX,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,225,4,partial,20,BVLZ,L,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,226,4,partial,20,VFSR,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,227,4,partial,20,NPEV,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,228,4,partial,20,SBQU,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,229,4,partial,20,DYCU,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,230,4,partial,20,BJMH,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,231,4,partial,20,DUJF,D,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,232,4,partial,20,ACVW,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,233,4,partial,20,AEMG,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,234,4,partial,20,STMZ,T,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,235,4,partial,20,BQHW,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,236,4,partial,20,MUYX,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,237,4,partial,20,RAGS,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,238,4,partial,20,MWZR,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,239,4,partial,20,SDCX,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,240,4,partial,20,QGJR,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,241,4,partial,40,CGZA,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,242,4,partial,40,ELMV,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,243,4,partial,40,EADU,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,244,4,partial,40,UMLF,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,245,4,partial,40,AWQC,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,246,4,partial,40,HMPE,M,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,247,4,partial,40,VUTH,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,248,4,partial,40,UYBW,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,249,4,partial,40,AHPG,G,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,250,4,partial,40,HCQJ,H,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,251,4,partial,40,JGWF,J,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,252,4,partial,40,FYLA,AYL,4,3,3,1,1,3003105692,30,main
1,S01_old_lowC,old,1,253,4,partial,40,ZXQF,QF,4,2,2,2,1,3003105692,30,main
1,S01_old_lowC,old,1,254,4,partial,40,ALRH,RA,4,2,2,2,1,3003105692,30,main
1,S01_old_lowC,old,1,255,4,partial,40,XSRJ,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,256,4,partial,40,KCSX,XS,4,2,2,2,1,3003105692,30,main
1,S01_old_lowC,old,1,257,4,partial,40,MSTB,B,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,258,4,partial,40,BANW,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,259,4,partial,40,NPLG,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,260,4,partial,40,JQSE,Q,4,1,1,3,1,3003105692,30,main
1,S01_old_lowC,old,1,261,4,partial,40,EMKC,-,4,0,0,4,1,3003105692,30,main
1,S01_old_lowC,old,1,262,4,partial,40,YMKX,XM,4,2,2,2,1,3003105692,30,main
